slug,title,classification,displayTitle,subtitle,convertibility,pattern,tag,publishedAt,updatedAt,description,articleType,serviceLinked,serviceIds,seoTitleKeep,notes
chatgpt-vs-claude-vs-gemini,ChatGPT・Claude・Geminiを比較｜結局どの生成AIがおすすめ？違いを用途別に解説【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,ChatGPT・Claude・Geminiを比較,結局どの生成AIがおすすめ？違いを用途別に解説【2026年版】,人間確認推奨,違いを比較,AIサービス,2026-08-21,2026-08-21,ChatGPT、Claude、Geminiは、いずれも文章作成・要約・調査・アイデア出し・ファイル解析などに使える代表的な生成AIです。,service_comparison,なし,,可,
chatgpt-vs-gemini-deep-research,ChatGPT deep researchとGemini Deep Researchを比較｜ソース・Google連携・使い分け【2026年版】,B. 2サービス比較,ChatGPT deep research vs Gemini Deep Research,ChatGPT deep researchとGemini Deep Researchを公開Web、特定サイト、Gmail/Drive、ファイル、調査計画、出力で比較します。,ほぼ自動変換可能,AとBを比較,AIリサーチ,2026-08-22,2026-08-22,ChatGPT deep researchとGemini Deep Researchを公開Web、特定サイト、Gmail/Drive、ファイル、調査計画、出力で比較します。,service_comparison,あり,,可,
chatgpt-vs-rakuten-ai-shopping,ChatGPTショッピングとRakuten AIを比較｜Web横断と楽天市場内、どっちが買い物に向く？【2026年版】,B. 2サービス比較,ChatGPTショッピング vs Rakuten AI,ChatGPTショッピングと楽天市場Rakuten AIを、商品範囲、会話検索、画像、比較、購入導線、楽天経済圏で比較します。,ほぼ自動変換可能,AとBを比較,AIショッピング,2026-08-22,2026-08-22,ChatGPTショッピングと楽天市場Rakuten AIを、商品範囲、会話検索、画像、比較、購入導線、楽天経済圏で比較します。,service_comparison,あり,,可,
chocozap-review,chocoZAP（チョコザップ）とは？料金・設備・全店舗利用・退会を解説【2026年版】,A. 単体サービス紹介,chocoZAP,（チョコザップ）とは？料金・設備・全店舗利用・退会を解説【2026年版】,自動変換可能,Aとは？〜,24時間ジム,2026-08-22,2026-08-22,chocoZAP（チョコザップ）の月額・年額料金、全国店舗利用、マシン、美容・リフレッシュ系サービス、入会金、退会条件まで2026年公式情報で整理します。,service_review,あり,,可,
claude-code-review,Claude Codeとは？使い方・料金・ProとMaxの違いまでわかりやすく解説,A. 単体サービス紹介,Claude Code,使い方・料金・ProとMaxの違いまでわかりやすく解説,自動変換可能,Aとは？〜,AIコーディングエージェント,2026-08-22,2026-08-24,Claude Codeは、AnthropicのClaudeをターミナルや対応IDEから使い、実際のコードベースを調べながら実装・修正・テストまで任せられるCoding Agentです。,service_review,あり,,可,
claude-research-review,Claude Researchとは？通常のWeb検索との違い・使い方・料金まで解説,A. 単体サービス紹介,Claude Research,通常のWeb検索との違い・使い方・料金まで解説,自動変換可能,Aとは？〜,AIリサーチ,2026-08-22,2026-08-24,Claude Researchは、AnthropicのClaudeが複数の情報源を横断して調査し、引用付きのレポートとしてまとめるためのリサーチ機能です。,service_review,あり,,可,
claude-review,Claudeとは？できること・使い方・無料版とPro・Maxの違いをわかりやすく解説,A. 単体サービス紹介,Claude,できること・使い方・無料版とPro・Maxの違いをわかりやすく解説,自動変換可能,Aとは？〜,AIサービス,2026-08-21,2026-08-24,Claudeは、Anthropicが提供するAIアシスタントです。,service_review,あり,,可,
cleaning-panda-review,クリーニングパンダとは？料金・15ヶ月保管・無料サービス・衣類パックを解説【2026年版】,A. 単体サービス紹介,クリーニングパンダ,料金・15ヶ月保管・無料サービス・衣類パックを解説【2026年版】,自動変換可能,Aとは？〜,宅配クリーニング,2026-08-22,2026-08-22,クリーニングパンダの3〜20点パック、最大15ヶ月無料保管、送料無料、汗抜き・しみ抜き等の無料サービスを整理します。,service_review,あり,,可,
cloud-storage-comparison,クラウドストレージ4社を比較｜Google Drive・iCloud+・OneDrive・Dropboxどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,クラウドストレージ4社を比較,Google Drive・iCloud+・OneDrive・Dropboxどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,クラウドストレージ,2026-08-22,2026-08-22,Google Drive、iCloud+、OneDrive、Dropboxを無料容量、有料容量、写真、OS連携、Office、家族共有、復元で比較します。,service_comparison,あり,,可,
coderabbit-review,CodeRabbitとは？使い方・料金・どんなチームに向いているかをわかりやすく解説,A. 単体サービス紹介,CodeRabbit,使い方・料金・どんなチームに向いているかをわかりやすく解説,自動変換可能,Aとは？〜,AIサービス,2026-08-17,2026-08-23,CodeRabbitは、GitHubやGitLabのプルリクエストをAIでレビューし、バグ候補や改善点、セキュリティ上の問題などを指摘してくれるコードレビューサービスです。現在はPRレビューだけでなく、CLI、エージェントチャット、Jira・Linear連携、MCP接続、マージ前チェックなどまで広がっています,service_review,あり,SRV-000019-coderabbit,可,
codex-vs-claude-code,CodexとClaude Codeを比較｜デスクトップ・CLI・クラウド・長時間開発はどっち？【2026年版】,B. 2サービス比較,Codex vs Claude Code,OpenAI CodexとClaude Codeをデスクトップ、CLI、クラウド、モデル、並列エージェント、ターミナル開発、権限管理で比較します。,ほぼ自動変換可能,AとBを比較,AIコーディングエージェント,2026-08-22,2026-08-22,OpenAI CodexとClaude Codeをデスクトップ、CLI、クラウド、モデル、並列エージェント、ターミナル開発、権限管理で比較します。,service_comparison,あり,,可,
comet-vs-gemini-in-chrome,CometとGemini in Chromeを比較｜AI検索・タブ・履歴・Google連携はどっち？【2026年版】,B. 2サービス比較,Comet vs Gemini in Chrome,Perplexity CometとGemini in Chromeをブラウザ基盤、検索、タブ共有、履歴、拡張機能、Google連携、移行のしやすさで比較します。,ほぼ自動変換可能,AとBを比較,AIブラウザ,2026-08-22,2026-08-22,Perplexity CometとGemini in Chromeをブラウザ基盤、検索、タブ共有、履歴、拡張機能、Google連携、移行のしやすさで比較します。,service_comparison,あり,,可,
comic-cmoa-review,コミックシーモアとは？使い方・料金・どんな人に向いているかをわかりやすく解説,A. 単体サービス紹介,コミックシーモア,使い方・料金・どんな人に向いているかをわかりやすく解説,自動変換可能,Aとは？〜,電子書籍,2026-08-22,2026-08-23,コミックシーモアは、マンガを中心に小説やライトノベル、実用書などを購入できる電子書籍サービスです。無料会員登録だけでも無料作品を読めますし、読みたい本を1冊ずつ購入することも、ポイントをまとめて買って使うこともできます。さらに、通常の購入サービスとは別に定額の「シーモア読み放題」も用意されています。,service_review,あり,,可,
comic-cmoa-vs-ebookjapan,コミックシーモアとebookjapanを比較｜クーポン・PayPay・読み放題・どっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,コミックシーモアとebookjapanを比較,クーポン・PayPay・読み放題・どっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,電子書籍,2026-08-22,2026-08-22,コミックシーモアとebookjapanを初回クーポン、ポイント、PayPay、読み放題、無料漫画、Webとアプリの使い方で比較します。,service_comparison,あり,,可,
cosmo-water-review,コスモウォーターはどんなウォーターサーバー？料金・smartプラスNext・解約金まで解説,A. 単体サービス紹介,コスモウォーター,はどんなウォーターサーバー？料金・smartプラスNext・解約金まで解説,ほぼ自動変換可能,Aは〜,ウォーターサーバー,2026-08-22,2026-08-24,コスモウォーターは、採水した天然水を定期的に自宅へ届ける宅配型ウォーターサーバーです。,service_review,あり,,可,
credit-card-comparison,クレジットカード4社を比較｜楽天カード・三井住友カード（NL）・PayPayカード・dカードどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,クレジットカード4社を比較,楽天カード・三井住友カード（NL）・PayPayカード・dカードどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,クレジットカード,2026-08-22,2026-08-22,楽天カード、三井住友カード（NL）、PayPayカード、dカードを年会費、通常還元率、高還元店、ポイント、スマホ決済連携で比較します。,service_comparison,あり,,可,
cursor-review,Cursorとは？AIコードエディタの使い方・料金・Proにする意味を解説,A. 単体サービス紹介,Cursor,AIコードエディタの使い方・料金・Proにする意味を解説,自動変換可能,Aとは？〜,AIコーディングエージェント,2026-08-22,2026-08-24,Cursorは、コードを書くEditorそのものにAI Agentを組み込み、現在のRepositoryを読みながら質問、修正、実装、Command実行まで進められるAI Code Editorです。,service_review,あり,,可,
